0BZQIJak6Pu2tyAXfrzR rtn_0 254 7
0BZQIJak6Pu2tyAXfrzR rtn_1 39 5
0BZQIJak6Pu2tyAXfrzR rtn_2 22 4
0BZQIJak6Pu2tyAXfrzR rtn_3 1 0
0BZQIJak6Pu2tyAXfrzR sub_41F46A 4 2
0BZQIJak6Pu2tyAXfrzR sub_428C5A 17 4
0BZQIJak6Pu2tyAXfrzR sub_428CFC 27 4
0BZQIJak6Pu2tyAXfrzR sub_428E2A 15 3
0BZQIJak6Pu2tyAXfrzR sub_428EDE 13 3
0BZQIJak6Pu2tyAXfrzR sub_429008 11 3
0BZQIJak6Pu2tyAXfrzR sub_42915B 13 3
0BZQIJak6Pu2tyAXfrzR sub_429450 3 1
0WQtf1pNPdRqUI7KJFAT rtn_0 15 3
0WQtf1pNPdRqUI7KJFAT rtn_10 3 1
0WQtf1pNPdRqUI7KJFAT rtn_11 24 4
0WQtf1pNPdRqUI7KJFAT rtn_12 9 3
0WQtf1pNPdRqUI7KJFAT rtn_13 3 1
0WQtf1pNPdRqUI7KJFAT rtn_14 3 1
0WQtf1pNPdRqUI7KJFAT rtn_15 3 1
0WQtf1pNPdRqUI7KJFAT rtn_16 13 3
0WQtf1pNPdRqUI7KJFAT rtn_17 4 2
0WQtf1pNPdRqUI7KJFAT rtn_18 5 2
0WQtf1pNPdRqUI7KJFAT rtn_19 1 0
0WQtf1pNPdRqUI7KJFAT rtn_1 38 5
0WQtf1pNPdRqUI7KJFAT rtn_20 4 2
0WQtf1pNPdRqUI7KJFAT rtn_21 188 7
0WQtf1pNPdRqUI7KJFAT rtn_22 21 4
0WQtf1pNPdRqUI7KJFAT rtn_23 2 1
0WQtf1pNPdRqUI7KJFAT rtn_24 116 6
0WQtf1pNPdRqUI7KJFAT rtn_25 23 4
0WQtf1pNPdRqUI7KJFAT rtn_26 2 1
0WQtf1pNPdRqUI7KJFAT rtn_27 2 1
0WQtf1pNPdRqUI7KJFAT rtn_28 12 3
0WQtf1pNPdRqUI7KJFAT rtn_29 2 1
0WQtf1pNPdRqUI7KJFAT rtn_2 1 0
0WQtf1pNPdRqUI7KJFAT rtn_30 1 0
0WQtf1pNPdRqUI7KJFAT rtn_31 15 3
0WQtf1pNPdRqUI7KJFAT rtn_32 1 0
0WQtf1pNPdRqUI7KJFAT rtn_33 47 5
0WQtf1pNPdRqUI7KJFAT rtn_34 5 2
0WQtf1pNPdRqUI7KJFAT rtn_35 50 5
0WQtf1pNPdRqUI7KJFAT rtn_36 644 9
0WQtf1pNPdRqUI7KJFAT rtn_37 282 8
0WQtf1pNPdRqUI7KJFAT rtn_38 1 0
0WQtf1pNPdRqUI7KJFAT rtn_39 36 5
0WQtf1pNPdRqUI7KJFAT rtn_3 17 4
0WQtf1pNPdRqUI7KJFAT rtn_40 168 7
0WQtf1pNPdRqUI7KJFAT rtn_41 3 1
0WQtf1pNPdRqUI7KJFAT rtn_42 2 1
0WQtf1pNPdRqUI7KJFAT rtn_43 2 1
0WQtf1pNPdRqUI7KJFAT rtn_44 2 1
0WQtf1pNPdRqUI7KJFAT rtn_45 46 5
0WQtf1pNPdRqUI7KJFAT rtn_4 4 2
0WQtf1pNPdRqUI7KJFAT rtn_5 30 4
0WQtf1pNPdRqUI7KJFAT rtn_6 6 2
0WQtf1pNPdRqUI7KJFAT rtn_7 21 4
0WQtf1pNPdRqUI7KJFAT rtn_8 32 5
0WQtf1pNPdRqUI7KJFAT rtn_9 10 3
0WQtf1pNPdRqUI7KJFAT sub_401000 3 1
0WQtf1pNPdRqUI7KJFAT sub_4010B0 7 2
0WQtf1pNPdRqUI7KJFAT sub_401340 3 1
0WQtf1pNPdRqUI7KJFAT sub_401500 5 2
0WQtf1pNPdRqUI7KJFAT sub_401980 28 4
0WQtf1pNPdRqUI7KJFAT sub_401D00 15 3
0WQtf1pNPdRqUI7KJFAT sub_401EB0 12 3
0WQtf1pNPdRqUI7KJFAT sub_402050 3 1
0WQtf1pNPdRqUI7KJFAT sub_402390 5 2
0WQtf1pNPdRqUI7KJFAT sub_4023E0 9 3
0WQtf1pNPdRqUI7KJFAT sub_402460 3 1
0WQtf1pNPdRqUI7KJFAT sub_4024A0 5 2
0WQtf1pNPdRqUI7KJFAT sub_402510 7 2
0WQtf1pNPdRqUI7KJFAT sub_402590 3 1
0WQtf1pNPdRqUI7KJFAT sub_402740 5 2
0WQtf1pNPdRqUI7KJFAT sub_4027A0 5 2
0WQtf1pNPdRqUI7KJFAT sub_4027F0 1 0
0WQtf1pNPdRqUI7KJFAT sub_402820 1 0
0WQtf1pNPdRqUI7KJFAT sub_402860 5 2
0WQtf1pNPdRqUI7KJFAT sub_4028A0 7 2
0WQtf1pNPdRqUI7KJFAT sub_402930 5 2
0WQtf1pNPdRqUI7KJFAT sub_402980 1 0
0WQtf1pNPdRqUI7KJFAT sub_402B40 6 2
0WQtf1pNPdRqUI7KJFAT sub_402BB0 6 2
0WQtf1pNPdRqUI7KJFAT sub_402C20 1 0
0WQtf1pNPdRqUI7KJFAT sub_402D20 5 2
0WQtf1pNPdRqUI7KJFAT sub_402DD0 3 1
0WQtf1pNPdRqUI7KJFAT sub_402FA0 6 2
